title_norm,label_1,level_2,job_code
مسئول کارگاه ساختمانی معدن,7,71,7111
مسئول کارگاه عایق کاری وکانال سازی,7,71,7124
مسئول کارگاه نسوزچینی,7,71,7112
مسئول کارگاه نوسازی,7,71,7111
مسئول کلدوال,7,71,7124
مسئول کوره سازی,7,71,7112
مسئول گارگاههای عمومی و تعمیرات ساختمانها,7,71,7111
مسوؤل تاسیسات,7,71,7126
مسول تاسیسات,7,71,7126
مسول تهویه های بافندگی ریسندگی,7,71,7127
مسول سازنده سودسوزاور ریکاوری,7,71,7114
مسول سفیدگری,7,71,7123
مسول نقاشی ورنگ کاری,7,71,7131
مسوول اصلاح شبکه آب,7,71,7126
مسوول تاسیسات,7,71,7126
مسیول امور نسوز,7,71,7112
مسیول تاسیسات فاضلاب,7,71,7126
مسیول تعمیرات ed&pt و سیلروقیرپاشی,7,71,7132
مسیول مرمت,7,71,7111
مسیول کارگاه تیرچه بلوک,7,71,7114
مسیول کارگاه ساختمانی شهر,7,71,7111
مسیول کارگاه ساختمانی معدن,7,71,7111
مشاغل بنا صنعتی,7,71,7112
مشاغل طناب بند داربست بند جلی ساز عایقبند,7,71,7119
مشاغل لوله کشی,7,71,7126
مشاغل نسوز کاری,7,71,7112
مشاغل کارگران کوره بنا و درگاه گیر,7,71,7112
مغازه شیشه بری,7,71,7125
مغنی,7,71,7119
مغنی گر,7,71,7119
مقرنس کاری سنتی,7,71,7123
مقنی,7,71,7119
مقنی اب,7,71,7119
مقنی درجه 1,7,71,7119
مقنی درجه 3,7,71,7119
مقنی رفاه,7,71,7119
مقنی زمین شناسی,7,71,7119
مقنی چاه,7,71,7119
مقنی گری,7,71,7119
ملات ساز,7,71,7112
ملات ساز تعمیرات پاتیل,7,71,7123
ملاتکاری,7,71,7123
منهول ساز,7,71,7114
موزائیک زن,7,71,7122
موزائیک ساب,7,71,7114
موزائیک کار,7,71,7122
موزاییک بر,7,71,7122
موزاییک ساب کاشی ساب,7,71,7114
موزاییک چسبان,7,71,7122
موزاییک چین,7,71,7122
موزاییک کار,7,71,7122
مونتاژ کار مرتبه درب و پنجره,7,71,7115
مونتاژکار داربست,7,71,7119
مونتاژکار در و پنجره,7,71,7115
مونتاژکار سقف زنی,7,71,7121
مونتاژکار نرده و حصار,7,71,7119
مونتاژکار نصب درب,7,71,7115
مونتاژکار نوسازی,7,71,7119
مونتاژکار پنجره و فریم فلزی,7,71,7119
مونتاژکارسقف زنی ارشد,7,71,7121
مونتاژکارسوله,7,71,7119
مونتاژگرهای ساختمان و نمای هواپیما,7,71,7119
موکت چسبان,7,71,7122
موکت چسبان مدیریت تکمیلی وتزئینی,7,71,7122
مکانسین تاسیسات,7,71,7126
مکانسین لوله کشی,7,71,7126
مکانیسین تاسیسات,7,71,7126
مکانیسین نت ابنیه و مهندسی,7,71,7111
مکانیک ولوله کش,7,71,7126
میل بند,7,71,7114
میله گذار,7,71,7114
میکروسمنت کار,7,71,7123
ناظر ارموتوربندی ساختمان,7,71,7111
ناظر ساخت و آبسازی,7,71,7111
ناظر لوله کشی گاز منازل,7,71,7111
ناظر نصب انشعاب آب,7,71,7111
ناظر و سرپرست تعمیر و نگهداری ایستگاهای توزیع آب,7,71,7111
ناظر و متصدی امور تعمیرات راه,7,71,7111
ناظرآتشباری,7,71,7119
ناظربخش اتصال کولر,7,71,7111
ناظربرمصرف مواد ناریه,7,71,7119
ناظربرمصرف موادناریه معدن,7,71,7119
ناظربرمعرف مواد ناریه زیرزمین,7,71,7119
ناظرتاسیسات شبکه اداره گاز,7,71,7111
ناظرتاسیسات پروژه ها,7,71,7111
ناظرتخریب ساختمان های غیرمجاز,7,71,7119
ناظرسنگ,7,71,7111
ناظرعملیات خاکی,7,71,7111
ناظرعملیات ساختمانی,7,71,7111
ناظرمصرف موادناریه تونل,7,71,7119
ناظرموادناریه,7,71,7119
ناظرنصب وانشعابات,7,71,7111
ناظرومتصدی امورتغییرات راه,7,71,7111
ناظروپیگیرامورساختمانی,7,71,7111
ناودان چی,7,71,7126
ناودانچی درجه یک لوله ریزی,7,71,7126
ناودانچی لوله ریزی,7,71,7126
نایلون گذار,7,71,7124
نجارقالب بند,7,71,7114
نجارمعدن,7,71,7115
نسوز,7,71,7112
نسوز چین,7,71,7112
نسوز چین درجه چینی,7,71,7112
نسوز کار ccm,7,71,7112
نسوز کار آجر چین,7,71,7112
نسوز کار و تعمیر واگن,7,71,7112
نسوز کار وتعمیر کار درب کوره,7,71,7112
نسوز کار گرم تاندیش,7,71,7112
نسوزچین فولادسازی ونورد,7,71,7112
نسوزچین مرتبه,7,71,7112
نسوزچین مرتبه یک ودو,7,71,7112
نسوزچین کارگاههای پشتیبانی,7,71,7112
نسوزچین کوره بلند,7,71,7112
نسوزچین کک سازی,7,71,7112
نسوزکار تعمیرات سایر نواحی,7,71,7112
نسوزکار درجه سه,7,71,7112
نسوزکار سالن آلومراد,7,71,7112
نسوزکار فولادسازی و ریخته گری مداوم,7,71,7112
نسوزکار نورد,7,71,7112
نسوزکار پاتیل گرم,7,71,7112
نسوزکار کوره های صنعتی,7,71,7112
نسوزکار گرم,7,71,7112
نسوزکارارشد,7,71,7112
نسوزکارتعمیرگرم پاتیل,7,71,7112
نسوزکاردرجه,7,71,7112
نسوزکاردرجه سه ذووب,7,71,7112
نسوزکاردرجه پالایشگاه,7,71,7112
نسوزکاردرجه یک,7,71,7112
نسوزکارشیفت,7,71,7112
نسوزکارفولادسازی,7,71,7112
نسوزکارماهر کوره بلند,7,71,7112
نسوزکارماهر کک سازی,7,71,7112
نسوزکارمرتبه,7,71,7112
نسوزکارکارگاه نسوزکاری کوره های ذوب,7,71,7112
نسوزکاری پاتیل و تاندیش ذوب,7,71,7112
نشکن کار,7,71,7112
نصاب,7,71,7115
نصاب آثار هنری,7,71,7115
نصاب استرلاستیکی,7,71,7124
نصاب ایرانت,7,71,7121
نصاب ایزوگام,7,71,7121
نصاب تاپ شیت,7,71,7121
نصاب ترمو وال,7,71,7124
نصاب تزیینات داخلی منازل,7,71,7115
نصاب درب,7,71,7115
نصاب درب وپنجره الومینیوم,7,71,7115
نصاب درمحل اجراداخل تونل سد,7,71,7119
نصاب دیوار پوش,7,71,7131
نصاب سقف سبک وکناف,7,71,7123
نصاب سمنت برد,7,71,7123
نصاب سنگ قبر,7,71,7113
نصاب شیروانی,7,71,7121
نصاب شیشه,7,71,7125
نصاب عایق,7,71,7124
نصاب لمینت,7,71,7122
نصاب لینولیوم توام با چسب پاتکس,7,71,7122
نصاب ماربل شیت,7,71,7122
نصاب موزاییک,7,71,7122
نصاب موکت,7,71,7122
نصاب نرده استیل,7,71,7115
نصاب نردهای شیشه ای ساختمان,7,71,7125
نصاب و تعمیر کار آب شیرین,7,71,7126
نصاب ورق pvc,7,71,7122
نصاب پارکت,7,71,7122
نصاب پرده موکت کاغذدیواری و کفپوش,7,71,7131
نصاب پنجره,7,71,7125
نصاب پنجره دوجداره upvc,7,71,7125
نصاب پنل سیمانی,7,71,7123
نصاب پنل گچی,7,71,7123
نصاب پی وی سی,7,71,7122
نصاب کاشی,7,71,7122
نصاب کاشی و مرمر,7,71,7122
نصاب کاغد دیواری,7,71,7131
نصاب کاغذدیواری,7,71,7131
نصاب کنتور اب,7,71,7126
نصاب کنتورگاز,7,71,7126
نصابوکمک نصاب,7,71,7119
نصب ارماتورکشی درقالبهای کانال,7,71,7114
نصب ایزوگام,7,71,7124
نصب تیر,7,71,7119
نصب داربست,7,71,7119
نصب درهای ضد سرقت و دوجداره,7,71,7115
نصب سقف,7,71,7121
نصب سقف کاذب,7,71,7123
نصب سنگ نما,7,71,7113
نصب لوله قطره ای برای زراعت گوجه,7,71,7126
نصب هندریل شیشه ای,7,71,7125
نصب و تعمیر خطوط لوله,7,71,7126
نصب و تعمیر لوله کشی اب و فاضلاب,7,71,7126
نصب و ساخت و ساز,7,71,7111
نصب وبرش انواع شیشه ساختمانی,7,71,7125
نصب وتعمیرانشعاب آب وفاضلاب,7,71,7126
نصب پارتیشن شیشه ای,7,71,7125
نصب کابینت آشپزخانه,7,71,7115
نصب کار صندلی,7,71,7115
نصب کاشی,7,71,7122
نصب کاشی کف و دیوار,7,71,7122
نصب کانال کولر در ساختمان,7,71,7127
نصب کناف,7,71,7123
نصب کنتور,7,71,7126
نصب کنتورواصلاح انشعاب,7,71,7126
نصب کننده در چوبی,7,71,7115
نصب کننده و تعمیرکار دیوارهای گچی پیش ساخته,7,71,7123
نصب کننده کانال,7,71,7127
نظارت دراتشباری معدن,7,71,7119
نظارت ساختمان,7,71,7111
نقاش,7,71,7131
نقاش اداره ساختمانی,7,71,7131
نقاش ارشد,7,71,7131
نقاش ارشددرجه,7,71,7131
نقاش استری,7,71,7131
نقاش امورساختمانی,7,71,7131
نقاش با دست و پیستولت,7,71,7131
نقاش تاسیسات,7,71,7131
نقاش تعمیرات,7,71,7131
نقاش تکمیلی,7,71,7131
نقاش خرپا,7,71,7131
نقاش خط کش,7,71,7131
نقاش درجه 1,7,71,7131
نقاش درجه 1 ساختمانی,7,71,7131
نقاش درجه 2,7,71,7131
نقاش درجه 3,7,71,7131
نقاش درجه ا رفاه منازل,7,71,7131
نقاش درجه تاسیسات,7,71,7131
نقاش درجه خدمات رفاهی,7,71,7131
نقاش درجه رفاه,7,71,7131
نقاش درجه ساختمان روابط عمومی,7,71,7131
نقاش درجه سالن تولیدوسایرکارخانجات جانبی,7,71,7131
نقاش درجه یک,7,71,7131
نقاش دوره گرد,7,71,7131
نقاش دیوارساختمان,7,71,7131
نقاش دیواری سنتی,7,71,7131
نقاش ریپکار,7,71,7131
نقاش ساختمان درجه 2,7,71,7131
نقاش ساختمان درجه 3,7,71,7131
نقاش ساختمان درجه موقت,7,71,7131
نقاش ساختمان درجه یک موقت,7,71,7131
نقاش سالن تولید,7,71,7131
نقاش سخت وزیان آور,7,71,7131
نقاش سرپرست تعمیرات وخدمات ساختمانی,7,71,7131
نقاش مرتبه,7,71,7131
نقاش منازل,7,71,7131
نقاش وبتونه کاروسرپرست نقاش,7,71,7131
نقاش وتزئیناتی,7,71,7131
نقاش ورنگ آمیز کلاس,7,71,7131
نقاش ورنگ آمیز کلاس 2,7,71,7131
نقاش وساختمان وایرانیت بنددرجه و,7,71,7131
نقاش وسمباده زن,7,71,7131
نقاش ونجارتاسیسات,7,71,7131
نقاش وپیستوله کارتاسیسات,7,71,7131
نقاش وپیستوله کاردرجه دو,7,71,7132
نقاش وپیستوله کاردرجه سه,7,71,7132
نقاش وپیستوله کاردرجه یک,7,71,7132
نقاش وپیستوله کارنقاشی,7,71,7132
نقاش یارنگ کار,7,71,7131
نقاشان جلاکاران و تمیزکنندگان نمای ساختمان,7,71,7133
نقاشان ساختمانی و کارکنان مشاغل مرتبط,7,71,7131
نقاشان و تزیین کاران ساختمان,7,71,7131
نقاشان پیستوله کار و جلاکارها,7,71,7132
نقاشی باپیستوله,7,71,7132
نقاشی توزیع,7,71,7132
نقاشی تیرهای برق وکلیه موادشیمیایی,7,71,7132
نقاشی رنگ امیزی,7,71,7131
نقاشی کاردان ساخت وتولید,7,71,7132
نقای رنگ امیزی سالن های تولیدمحصولات,7,71,7131
نقشه خوان و شیشه چین,7,71,7125
نما ساز سیمانی,7,71,7123
نماچین,7,71,7123
نماکار,7,71,7123
نماکارساختمان,7,71,7123
نماکاری سنگ,7,71,7113
نوساز,7,71,7111
نوساز درجه 1,7,71,7111
نوساز درجه 2,7,71,7111
نوساز وو بازرسی فنی,7,71,7111
نوسازارشدنوسازی,7,71,7111
نوسازکار,7,71,7111
نوسازی وتاسیسات,7,71,7111
نویتکارتاسیسات,7,71,7126
نگه داری و تعمیر شبکه های توزیع آب,7,71,7126
نگهداری بتن,7,71,7114
نگهداری تاسیسات,7,71,7126
نگهداری ساختمان,7,71,7111
نگهداری و تعمیرات خطوط گاز,7,71,7126
نیروی اجرائی دربخش ابنیه فنی,7,71,7111
نیروی تاسیساتی,7,71,7126
نیروی فنی کارگر تاسیسات,7,71,7126
نیمه زن ساختمانی,7,71,7111
همطرازپیستوله کارارشد استادکارپیستوله کاری,7,71,7132
واحد تاسیسات,7,71,7126
واحد فنی و تاسیسات,7,71,7126
واحدساختمانی,7,71,7111
واحدلوله کشی,7,71,7126
واحدلوله کشی واب رسانی,7,71,7126
واحدنصب وساختمانی,7,71,7111
وردست بنا,7,71,7111
وردست نقاش,7,71,7131
وصل کردن داربست,7,71,7119
وصل کردن میلگرد,7,71,7114
پارکت چسبان,7,71,7122
پارکت کار,7,71,7122
پارکوکار حرفه ای,7,71,7122
پایه بند,7,71,7111
پایه ریزی,7,71,7111
پایه زن,7,71,7111
پایپینگ کار,7,71,7126
پتینه کار,7,71,7123
پتینه کار و مجری پوششهای دکوراسیون داخلی,7,71,7123
پرایورزن,7,71,7131
پرداخت کار بتن اکسپوز,7,71,7114
پرداخت کار دیوار,7,71,7123
پرداخت کار سطوح سیمانی,7,71,7114
پرداخت کار سنگ ـ با دست,7,71,7113
پرسنل تاسیسات,7,71,7126
پرسنل واحد رفع نقص,7,71,7111
پرسکاراجر,7,71,7112
پرسکارخشت خام,7,71,7112
پرسکارسنگ کارلینگ,7,71,7113
پرسکارقالب زن موزاییک زن موزاییک ساز,7,71,7122
پرسکارموزاییک,7,71,7122
پرسکاروال,7,71,7112
پرسکارکاشی چین,7,71,7122
پشت بام ساز,7,71,7121
پلاسترکار,7,71,7123
پلساز,7,71,7114
پله ریز,7,71,7114
پله شیشه ای,7,71,7125
پوشش دهنده نهائی,7,71,7123
پوشش کار,7,71,7123
پوشش کار ضد حریق,7,71,7123
پی کنی ساختمان,7,71,7111
پیکورزن واحدساختمانی ونسوزکاری,7,71,7112
چاه آب و فاضلاب,7,71,7126
چاه زدن,7,71,7111
چاه کنی,7,71,7111
چوب بست کار تونل های معدن,7,71,7119
چوب بستچی داخل تونل,7,71,7119
چوب بنداستخراج,7,71,7119
چوب بندتونل,7,71,7119
چوببندداخل تونل,7,71,7119
چوبست کارزمین شناسی,7,71,7119
چوبستکار,7,71,7119
چوبستکاراستخراج,7,71,7119
چوبستکارتونل,7,71,7119
چوبستکاردرجه,7,71,7119
چوبستکارساختمانی,7,71,7119
چوبستکارمعدن,7,71,7119
چکر رنگ پاشی,7,71,7132
چکش زن وحفارمعدن,7,71,7113
چکش وفک,7,71,7113
چکش کارسنگ بری,7,71,7113
چکش کارکمپرسور,7,71,7119
چکش گیرانفجاری,7,71,7119
چکشکارمعدن,7,71,7113
چیدن اجر,7,71,7112
چینی کار,7,71,7122
کار اموز ساخت وساز ساختمان,7,71,7111
کار گرساده تیرچه بلوک زن,7,71,7114
کاراموزتعمیرات بنایی رفاه,7,71,7111
کاراموزعمومی تعمیرات وساختمان,7,71,7111
کاراموزلوله کش درجه اب وبخار,7,71,7126
کاراموزنجار ساختمانی,7,71,7115
کاراموزنجاردرجه ساختمانی,7,71,7115
کاراموزکمک بنا ساختمانی,7,71,7111
کاردان تا سیسات تهویه مطبو ع,7,71,7127
کاردان تاسیسات تونل,7,71,7126
کاردان تاسیسات زیربنایی فرودگاهی,7,71,7126
کاردان تاسیسات سطح,7,71,7126
کاردان تز ئینات,7,71,7131
کاردان داربست,7,71,7119
کاردان روسازی,7,71,7114
کاردان ساختمان گروه کودکان دندانپزشکی,7,71,7111
کاردان پلها,7,71,7119
کاردان پوسته,7,71,7123
کاردان کارگاه نوسازی,7,71,7111
کاردان کارگاه های ساخت منطقه تحت کنترل,7,71,7111
کاردرقسمت ساختمانی,7,71,7111
کارشناس آسفالت جداول معابر و پیاده رو,7,71,7114
کارشناس اسکلت سازی,7,71,7119
کارشناس اسکلتبندی و تعمیرات داخلی,7,71,7115
کارشناس اشیانه هواپیماهای سبک,7,71,7111
کارشناس بازدیدوتعمیرات خطوط و معابر,7,71,7126
کارشناس تعمیرات منازل سازمانی,7,71,7111
کارشناس سرویس و نگهداری حوضچه و کانال خطوط زمینی,7,71,7126
کارشناس فریمینگ,7,71,7119
کارشناس لایروبی اجراء,7,71,7126
کارشناس لایروبی و تعمیرات ساختمان,7,71,7111
کارشناس مسئول تعمیرات وتاسیسات فاضلاب,7,71,7126
کارشنای خدمات عمومی ساخت تونل و ایستگاههای مترو خط,7,71,7119
کارمند تاسیات هتل,7,71,7126
کارمند تعمیرات ساختمانهای اداری و صنعتی,7,71,7111
کارمند سنگ,7,71,7113
کارمند نصب و انشعاب,7,71,7126
کارور بتن,7,71,7114
کارور تاسیسات,7,71,7126
کارور ریل بندی تونل,7,71,7119
کارور ساخـت,7,71,7111
کارور عملیات ساختمانی,7,71,7111
کاروربهره برداری وتعمیرات تاسیسات,7,71,7111
کاروربهره برداری وتعمیرات ساختمان,7,71,7111
کارپرداز ساخت تکمیلی,7,71,7111
کارکرتولیدبتن,7,71,7114
کارکنان اجرای طرح های عمرانی یا ساختمان سازی و کارکنان حرفه های مرتبط به جز برق کارها,7,71,7111
کارکنان اسکلت بندی راه و ساختمان و مشاغل مربوط,7,71,7119
کارکنان مشاغل مرتبط با اسکلت ساختمان و کارکنان حرفه های مرتبط طبقه بندی نشده در جای دیگر,7,71,7119
کارکنان کارهای تکمیلی ساختمان و کارکنان حرفه های مرتبط,7,71,7111
کارگاه تولید تیرچه بلوک,7,71,7114
کارگاه شاختمانی,7,71,7111
کارگاه موزاییک سازی,7,71,7114
کارگر آجرچینی,7,71,7112
کارگر ابنیه,7,71,7111
کارگر اجر کاری,7,71,7112
کارگر اجرچین وتخلیه کوره,7,71,7112
کارگر احداث بنا,7,71,7111
کارگر احداث خطوط زمینی,7,71,7126
کارگر احداث لوله,7,71,7126
کارگر ارتفاع کار ساختمان,7,71,7119
کارگر ارشد عمران,7,71,7111
کارگر استادبنا,7,71,7111
کارگر امدادوتعمیرات انشعاب,7,71,7126
کارگر بتون ریزی چاه نفت و گاز,7,71,7114
کارگر بلوک زنی تولید,7,71,7114
کارگر بلوک ساز,7,71,7114
کارگر بلوک سازی راهسازی وساختمان,7,71,7114
کارگر بلوک کشی دور حیاط,7,71,7112
کارگر ترانشه و چوبستکار معدن,7,71,7119
کارگر ترانشه واکلون,7,71,7111
کارگر تعمیرات آبفا,7,71,7126
کارگر تعمیرات ریل و ابنیه,7,71,7111
کارگر تعمیرو نصب خطوط لوله,7,71,7126
کارگر تعمیرو نصب خطوط لوله درجه 3,7,71,7126
کارگر تعمیرکار محصول تعمیرکار لوله های بتنی,7,71,7126
کارگر تولید تیر بتنی,7,71,7114
کارگر تولید دیوار بتنی پیش ساخته,7,71,7114
کارگر تولید نسوزکاری,7,71,7112
کارگر تولیدنوسازی,7,71,7111
کارگر تونل و کانال کش و لوله کش,7,71,7126
کارگر تیرچه بلوک,7,71,7111
کارگر تیپ سازی و نسوزچینی,7,71,7112
کارگر جدول ساز,7,71,7112
کارگر جدول کشی,7,71,7112
کارگر جدول کشی خیابان,7,71,7112
کارگر جوشکار و لوله کش درجه 2,7,71,7126
کارگر جوشکار و لوله کش درجه یک,7,71,7126
کارگر جوشکاری آبرسانی,7,71,7126
کارگر حفاری dth,7,71,7111
کارگر حفاری داخل چاه,7,71,7111
کارگر حفاری زغال,7,71,7111
کارگر حفاری ساحلی نفت و گاز,7,71,7111
کارگر حفاری سنداژ,7,71,7111
کارگر حفاری لوله گاز,7,71,7126
کارگر حفاری و پمپاژ حفاری,7,71,7111
کارگر حفاری و کمک و استادکارحفاری,7,71,7111
کارگر حفاری کوبه ای یا کابلی نفت و گاز,7,71,7111
کارگر خدمات فنی ساختمان درجه1,7,71,7111
کارگر خدمات فنی ساختمان درجه4,7,71,7111
کارگر خدمات فنی ساختمان و خطوط ریلی درجه 5,7,71,7119
کارگر داربست بندساختمان,7,71,7119
کارگر درجه یک نقاشی,7,71,7131
کارگر دو ساخت,7,71,7119
کارگر ساحتمانی,7,71,7119
کارگر ساخت تیر برق,7,71,7119
کارگر ساخت و ساز تونل های مترو,7,71,7119
کارگر ساخت وتکمیل سنگکار ازمایشکر,7,71,7113
کارگر ساختمان شرکت مسکن مهر,7,71,7119
کارگر ساختمانی و نسوزکاری درجه 3,7,71,7112
کارگر ساختمانی و نسوزکاری درجه 4,7,71,7112
کارگر ساختمانی و نسوزکاری درجه 5,7,71,7112
کارگر ساده آرماتوربندی,7,71,7114
کارگر ساده تعمیرات آسفالت جاده,7,71,7119
کارگر ساده لوله کش آب ساختمانی,7,71,7126
کارگر ستگ فرز کاری,7,71,7113
کارگر سنگ زن دستی درجه 3,7,71,7112
کارگر شادولاین,7,71,7121
کارگر شاموتکاری,7,71,7112
کارگر فلکسیبل داکت,7,71,7127
کارگر فنی آبرسانی,7,71,7126
کارگر فنی بند گیر,7,71,7123
کارگر فنی تاسیسات زیربنایی منطقه دسترسی آزاد,7,71,7119
کارگر فنی تعمیر و تخلیه فاضلاب,7,71,7126
کارگر فنی تعمیرات خط راه آهن,7,71,7119
کارگر فنی تعمیراتgrp,7,71,7119
کارگر فنی سیستم های قطره ای,7,71,7126
کارگر فنی سیمان و اسیدزنی چاه,7,71,7114
کارگر فنی سیویل,7,71,7119
کارگر فنی لوله زنی,7,71,7126
کارگر فنی مامور تهویه و شوفاژ,7,71,7127
کارگر فنی ماهر کلایمر,7,71,7119
کارگر فنی نقاشی و نوسازی,7,71,7131
کارگر فنی گازرسانی,7,71,7126
کارگر قالب بندی ساختمان,7,71,7114
کارگر قالب بندی سقف و ستون,7,71,7114
کارگر قسمت تاسیسات,7,71,7126
کارگر لوله ریزی و اکتیل,7,71,7126
کارگر لوله زن ساختمانی و معدنی,7,71,7126
کارگر لوله کش آبفا,7,71,7126
کارگر لوله گذاری چاه روی آب,7,71,7126
کارگر لوله گذاری چاه روی خشکی,7,71,7126
کارگر ماله کش,7,71,7123
کارگر ماهر حفاری معدن حفاری دستی کلنگ زنی استفاده از بیل مکانیکی استفاده از دیلم,7,71,7119
کارگر ماهر حفر قنات,7,71,7119
کارگر ماهر سنگ کار,7,71,7113
کارگر نسوز دریچه کشویی,7,71,7112
کارگر نسوز چینی,7,71,7112
کارگر نصب وتعمیرات اتفاقات,7,71,7111
کارگر نقاشی درجه شیفت دوم,7,71,7131
کارگر و کارگر ماهر نوسازی,7,71,7111
کارگر پالت ساز وقالب بندی سطح,7,71,7114
کارگر پالت ساز وقالب بندی سطح 1,7,71,7114
کارگر پالت ساز وقالب بندی سطح 2,7,71,7114
کارگر پالت ساز وقالب بندی سطح 3,7,71,7114
کارگر پالت ساز وقالب بندی سطح 4,7,71,7114
کارگر پشت بام,7,71,7121
کارگر پشتیبانی تونل و استخراج,7,71,7119
کارگر پلاسترکار ساختمان,7,71,7123
کارگر پنجره ساز,7,71,7115
کارگر پوشاندن معدن سنگ با الوار و تبر,7,71,7115
کارگر پیش سازی,7,71,7119
کارگر چاه زنی مقنی,7,71,7111
کارگر چاه کنی,7,71,7111
کارگر کارهای ساختمانی مانند مقنی تخریب کار و ارماتوربند,7,71,7119
کارگر کاشیکاری,7,71,7122
کارگر کانال کشی تونل,7,71,7111
